;Year;Quarter;ALK_haul;Otolith_xcm;age;mean;median;Q025;Q975;BiasCQ025;BiasCQ075;sd;cv
222;2017;Q3;haul based;2;4;1.133469661;1.126797913;0.915583779;1.385481273;0.952007689;1.424548815;0.12172852;0.107394599
223;2017;Q3;haul based;2;5;0.657428184;0.65112432;0.436332373;0.916346151;0.488748617;0.992092916;0.127112675;0.193348381
224;2017;Q3;haul based;2;6+;0.280892457;0.279789616;0.222886902;0.349653533;0.232451125;0.356226966;0.032157447;0.114483128
225;2017;Q3;haul based;3;0;1.463784992;1.464300749;0.792177943;2.144932822;1.236106806;2.463415586;0.351400224;0.240062732
226;2017;Q3;haul based;3;1;15.53265101;15.55689873;10.94306139;20.14375509;11.23446918;20.2721112;2.557013222;0.164621816
227;2017;Q3;haul based;3;2;1.814178548;1.796016282;1.299920286;2.493617008;1.580753985;2.817083216;0.308379617;0.169983058
228;2017;Q3;haul based;3;3;1.341742081;1.343236205;1.079330682;1.651318228;1.069401775;1.632401692;0.146221176;0.108978602
229;2017;Q3;haul based;3;4;1.128900756;1.122801173;0.898628238;1.39950321;0.948748383;1.457594812;0.129746573;0.11493178
230;2017;Q3;haul based;3;5;0.652980051;0.639896995;0.444373819;0.938685142;0.491907227;0.99406629;0.133200402;0.203988471
231;2017;Q3;haul based;3;6+;0.279878215;0.278706861;0.219554928;0.344379978;0.231169658;0.358198405;0.030979443;0.11068901
232;2017;Q3;haul based;4;0;1.481754638;1.482113908;0.852491767;2.176156894;1.214650556;2.441313832;0.344739056;0.232655965
233;2017;Q3;haul based;4;1;15.65647274;15.62415755;11.1531534;20.18861741;11.36200403;20.3815926;2.546325015;0.162637208
234;2017;Q3;haul based;4;2;1.830322856;1.838615181;1.281305858;2.329156034;1.361195023;2.389780768;0.263696878;0.144071237
235;2017;Q3;haul based;4;3;1.350221508;1.346890429;1.096122742;1.616183438;1.054453988;1.572419607;0.14069648;0.104202517
236;2017;Q3;haul based;4;4;1.140183773;1.138608304;0.87725293;1.41714198;0.910831058;1.450074673;0.142040616;0.124576949
237;2017;Q3;haul based;4;5;0.655162623;0.633747513;0.439864644;0.944759279;0.483508578;1.029145125;0.136912054;0.208974153
238;2017;Q3;haul based;4;6+;0.276273443;0.275086763;0.207243264;0.348533802;0.235431117;0.362842336;0.034237792;0.123927191
239;2017;Q3;haul based;5;0;1.4555403;1.434997261;0.79920159;2.188839979;1.208574208;2.496839936;0.367625556;0.252569823
240;2017;Q3;haul based;5;1;15.34571277;15.52868036;11.00733769;20.51068907;11.01583968;20.56239557;2.683864154;0.174893418
241;2017;Q3;haul based;5;2;1.818228119;1.747249675;1.21381517;2.690968808;1.510287468;3.16339741;0.407833933;0.224302951
242;2017;Q3;haul based;5;3;1.356324115;1.352271351;1.084262865;1.692573389;1.016369212;1.599419181;0.15330133;0.113027062
243;2017;Q3;haul based;5;4;1.125286008;1.117363702;0.869350384;1.432388834;0.924672413;1.49696133;0.147688066;0.131244915
244;2017;Q3;haul based;5;5;0.67005456;0.65001888;0.445819096;0.995453944;0.475481811;1.050955297;0.150980468;0.225325633
245;2017;Q3;haul based;5;6+;0.277284697;0.272525716;0.210330986;0.3711978;0.217429147;0.387527473;0.042256482;0.152393848
246;2018;Q3;haul based;1;0;0.779506312;0.781621532;0.416231033;1.173400821;0.498726731;1.285795922;0.196160998;0.251647735
247;2018;Q3;haul based;1;1;2.222417098;2.202149494;1.566320877;2.911134344;1.612603441;2.957681552;0.367481324;0.165352095
248;2018;Q3;haul based;1;2;4.879432823;4.891197691;4.391883381;5.339763213;4.259663208;5.168618613;0.256128845;0.05249152
249;2018;Q3;haul based;1;3;0.940471383;0.937630739;0.715014095;1.211735752;0.720888228;1.220746417;0.135334861;0.143901094
250;2018;Q3;haul based;1;4;0.728080006;0.723474627;0.373569409;1.139025582;0.366971312;1.120510106;0.222086033;0.30502971
251;2018;Q3;haul based;1;5;0.338722536;0.340727459;0.201643355;0.472404096;0.215236062;0.480929661;0.069878623;0.206300483
252;2018;Q3;haul based;1;6+;0.284442399;0.283090108;0.231060065;0.339279694;0.240559502;0.350880318;0.029455777;0.10355621
253;2018;Q3;haul based;2;0;0.78661048;0.782513525;0.412968517;1.175057508;0.511285864;1.261609371;0.202230397;0.257090902
254;2018;Q3;haul based;2;1;2.238759847;2.242773022;1.54847068;2.906539053;1.54847068;2.906539053;0.389426103;0.173947243
255;2018;Q3;haul based;2;2;4.886547363;4.869181113;4.391277336;5.429092797;4.257794694;5.315084554;0.273426529;0.055954953
256;2018;Q3;haul based;2;3;0.947190312;0.939338745;0.684782795;1.247194026;0.677634602;1.241655788;0.151680904;0.160137727
257;2018;Q3;haul based;2;4;0.73730168;0.725835104;0.370400483;1.20054312;0.371485236;1.201047308;0.237507161;0.322130231
258;2018;Q3;haul based;2;5;0.342628041;0.339652479;0.202699132;0.496187766;0.206944242;0.503478531;0.079833266;0.233002721
259;2018;Q3;haul based;2;6+;0.283908276;0.280462064;0.219155321;0.362821412;0.231867024;0.371486887;0.036706841;0.129291197
260;2018;Q3;haul based;3;0;0.796500256;0.798699065;0.414241633;1.187786954;0.466330638;1.25484062;0.202323666;0.25401582
261;2018;Q3;haul based;3;1;2.222770893;2.230068275;1.537057474;2.924664883;1.565383785;2.950405062;0.382001945;0.171858443
262;2018;Q3;haul based;3;2;4.889930573;4.892933654;4.3241238;5.453061277;4.2164647;5.250765125;0.289397696;0.059182373
263;2018;Q3;haul based;3;3;0.941914607;0.934010059;0.667977461;1.284568292;0.667253622;1.283756501;0.164389448;0.174526913
264;2018;Q3;haul based;3;4;0.724222636;0.726620287;0.367752967;1.23943406;0.365755559;1.22547193;0.249235139;0.344141603
265;2018;Q3;haul based;3;5;0.340993735;0.329910413;0.193428996;0.527532313;0.22471628;0.563801268;0.088637202;0.25993792
266;2018;Q3;haul based;3;6+;0.284562844;0.278059011;0.217885047;0.391264242;0.234825987;0.435960554;0.043663076;0.153439134
267;2018;Q3;haul based;4;0;0.772904722;0.77238032;0.394521218;1.154083758;0.512754183;1.272710023;0.200112549;0.258909724
268;2018;Q3;haul based;4;1;2.262684622;2.237242678;1.566080763;2.959632518;1.599410621;2.980647188;0.375573175;0.165985649
269;2018;Q3;haul based;4;2;4.905771339;4.904637352;4.384349549;5.428371995;4.129994282;5.170185174;0.265348325;0.054089012
270;2018;Q3;haul based;4;3;0.930780861;0.909955007;0.653821996;1.374421927;0.680423032;1.445164828;0.182382808;0.195946023
271;2018;Q3;haul based;4;4;0.715946594;0.717543196;0.358401461;1.276034551;0.35843618;1.290211271;0.251355518;0.35108138
272;2018;Q3;haul based;4;5;0.342722086;0.335945516;0.19863378;0.538035102;0.217162214;0.591540469;0.090447726;0.263909827
273;2018;Q3;haul based;4;6+;0.282329612;0.27546386;0.219029322;0.374131516;0.236327997;0.424931084;0.041585001;0.147292382
274;2018;Q3;haul based;5;0;0.797860656;0.802693669;0.442540737;1.175622812;0.507659962;1.286239517;0.194070748;0.2432389
275;2018;Q3;haul based;5;1;2.259648555;2.25077481;1.551131693;2.992014481;1.522089975;2.914474197;0.399722802;0.176896005
276;2018;Q3;haul based;5;2;4.912382276;4.918487754;4.350837829;5.464508168;4.114181795;5.254310478;0.286359233;0.058293353
277;2018;Q3;haul based;5;3;0.956249568;0.926391694;0.664310598;1.395083777;0.666547967;1.439663185;0.200300582;0.209464755
278;2018;Q3;haul based;5;4;0.7055085;0.702844043;0.360794921;1.258139361;0.368717352;1.315856348;0.250728764;0.355387305
279;2018;Q3;haul based;5;5;0.34469438;0.333414157;0.201675625;0.579513581;0.220077492;0.655271012;0.095530887;0.277146632
280;2018;Q3;haul based;5;6+;0.280703739;0.271415277;0.210243007;0.407128147;0.233886074;0.452841572;0.048913689;0.174253784
